Pubmed Central ID	Article number	Allocated	Journal	Omics type	Organism	Gene set library	GS version	Statistical test used	FDR Correction	App used	App Version	Code availability	Background gene set	Assumptions violated	Gene lists provided	Other notes	Status (Only for Mark/Kaumadi)
PMC6591031	1140	Sameer	Brain Behav Immun	RNA-seq	Mus musculus	GO	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	No	Background list, FDR	Yes		
PMC6591089	1141	Sameer	J Invest Dermatol	RNA-seq, Database	Mus musculus, Homo sapiens	GO, MSigDB	No	GSEA	No	GSEA	Yes	NA	NA	FDR	No	FDR in suppl	GSEA was used twice for mice and also for human cells
PMC6591223	1142	Sameer	Sci Rep	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	Not stated	No	NA	Not stated	Background list, FDR	No		
PMC6591244	1143	Sameer	Sci Rep	RNA-seq	Ovis aries	GO, KEGG	No	Not stated	Yes	Enrichr	No	NA	Not stated	Background list	Yes		
PMC6591245	1144	Sameer	Cell Death Discov	RNA-seq	Homo sapiens	Ingenuity Pathway Analysis	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background list, FDR	No		
PMC6591351	1145	Sameer	Sci Rep	SNP array, GWAS	Gallus gallus domesticus	GO	No	Fisher	No	DAVID	Yes	NA	 stated but incorrect	Background list, FDR	Yes		
PMC6591352	1146	Sameer	Rice (N Y)	RNA-seq	Oryza sativa	GO, KEGG	No	Not stated	Yes	AgriGO	No	NA	Not stated	Background list	Yes	FDR only for GO, KEGG=P-val	
PMC6591379	1147	Sameer	Sci Rep	Gene expression array	Homo sapiens	GO, KEGG	No	Fisher	No	Not stated	No	NA	Not stated	Background list, FDR	Yes	FDR for GO provided in suppl(not in paper)	
PMC6591452	1148	Sameer	Front Physiol	RNA-seq	Gallus gallus 	GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background list, FDR	No		
PMC6591452	1148	Sameer	Front Physiol	RNA-seq	Gallus gallus 	Ingenuity Pathway Analysis	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background list, FDR	No		
PMC6591471	1149	Sameer	Front Physiol	Proteomics	Mus musculus	GO, KEGG	No	Fisher	Yes	Ingenuity Pathway Analysis	No	NA	Not stated	Background list	Yes		
PMC6591502	1150	Sameer	Exp Ther Med	Exclude	Exclude	Exclude	Exclude	Exclude	Exclude	Exclude	Exclude	Exclude	Exclude	Exclude	Exclude	ELISA & PCR used. No omics & no enrichment analysis	
PMC6591572	1151	Sameer	Biosci Rep	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background list	Yes		
PMC6591848	1152	Sameer	BMC Microbiol.	Gene expression array, DNA microarray	Pseudomonas aeruginosa	GO	No	Not stated	No	PANTHER	No	NA	Not stated	Background list, FDR	Yes	Could be excluded. Basic GO analysis, no pathway enrichment done	
PMC6591892	1153	Sameer	Reprod Biol Endocrinol	RNA-seq	Homo sapiens	GO	No	Not stated	Yes	GOseq R package	No	No	Not stated	Background list	Yes		
PMC6591892	1153	Sameer	Reprod Biol Endocrinol	RNA-seq	Homo sapiens	KEGG	No	Not stated	Yes	KOBAS	No	NA	Not stated	Background list	Yes		
PMC6591908	1154	Sameer	J Cheminform	Metabolomics, cheminformatics	Homo sapiens	KEGG	No	hypergeometric	Yes	MetaboAnalyst	Yes	Yes	Not stated	Background list	No	describes novel cheminformatics-based approach capable of identifying predictive, interpretable, and reproducible trait-metabolite relationships.	
PMC6591937	1155	Sameer	BMC Pregnancy Childbirth	RNA-seq	Homo sapiens	KEGG	No	Not stated	No	Not stated	No	NA	Not stated	Background list, FDR	No		
PMC6591946	1156	Sameer	J Transl Med	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background list	Yes	Difficult to say which tool was used for each panel in Fig 5	
PMC6591946	1156	Sameer	J Transl Med	RNA-seq	Homo sapiens	GO	No	Not stated	Yes	AmiGO 2	No	NA	Not stated	Background list	Yes	Difficult to say which tool was used for each panel in Fig 5	
PMC6591946	1156	Sameer	J Transl Med	RNA-seq	Homo sapiens	GO, KEGG	No	GSEA	Yes	GSEA	No	NA	NA	No	No		
PMC6591946	1156	Sameer	J Transl Med	RNA-seq	Homo sapiens	GO, KEGG	No	GVSA	Yes	GVSA	No	No	NA	No	No		
PMC6591960	1157	Sameer	BMC Plant Biol	RNA-seq	Zea mays	GO, KEGG	No	Not stated	Yes	AgriGO	No	NA	Not stated	Background list	No		
PMC6592002	1158	Sameer	Cancer Cell Int	Database	Homo sapiens	GO, KEGG	No	Not stated	No	FunRich	Yes	NA	Not stated	Background list, FDR	No		
PMC6592643	1159	Sameer	GM Crops Food	RNA-seq, Metabolomics	Oryza Sativa	GO, KEGG	No	Not stated	No	Pathview	No	No	Not stated	Background list, FDR	No	FDR for KEGG provided in suppl	
PMC6592914	1160	Sameer	Sci Rep	Gene expression array	Mus musculus	Ingenuity Pathway Analysis	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background list, FDR	No		
PMC6592967	1161	Sameer	Arch Gynecol Obstet	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	Yes	Not stated	No	NA	Not stated	Background list	No		
PMC6593120	1162	Sameer	Sci Rep	DNA-Seq	Gossypium hirsutum	GO, KEGG	No	Not stated	Yes	KOBAS	No	NA	Not stated	Background list	No		
PMC6593161	1163	Sameer	Front Pharmacol	Database	Homo sapiens	GO, KEGG	No	Not stated	No	Molecule Annotation System	Yes	NA	Not stated	Background list, FDR	No		
PMC6593299	1164	Sameer	Front Genet	RNA-seq	Homo sapiens	WikiPathways	No	Not stated	Yes	FUMA gene2func	No	NA	Not stated	Background list	No		
PMC6593542	1165	Sameer	Hereditas	Proteomics	Bos taurus	GO, KEGG	No	No test	No	PANTHER	No	NA	Not stated	Inference without test, background list	Yes		
PMC6593600	1166	Sameer	J Exp Clin Cancer Res	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	ClusterProfiler	Yes	Yes	Not stated	Background list	No		
PMC6593675	1167	Sameer	J Pathol	RNA-seq	Homo sapiens	Not stated	No	Not stated	No	Enrichr	No	NA	Not stated	Background list, FDR	No	only significantly regulated genes in suppl	
PMC6593675	1167	Sameer	J Pathol	RNA-seq	Homo sapiens	GO	No	Fisher	Yes	PANTHER	No	NA	Not stated	Background list, FDR	No		
PMC6593749	1168	Sameer	Cancer Manag Res	Database	Homo sapiens	KEGG	No	No test	No	DAVID	No	NA	Not stated	Inference without test, background list, FDR	No		
PMC6593761	1169	Sameer	J Cell Biochem	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background list, FDR	No		
PMC6593875	1170	Sameer	FASEB J	RNA-seq	Homo sapiens	Not stated	No	Not stated	Yes	ToppFun	No	NA	Not stated	Background list	No		
PMC6594332	1171	Sameer	Biomed Res Int	Gene expression array	Homo sapiens	GO, KEGG	No	Fisher	No	Not stated	No	NA	Not stated	Background list, FDR	No	You have to be kidding: "Gene ontology (GO) and pathway analysis were performed in the standard enrichment computation method."	
PMC6594459	1172	Sameer	Ann Oncol	Database	Homo sapiens	MSigDB	No	GSEA	No	GSEA	Yes	NA	NA	FDR	No	FDR mentioned in suppl	
PMC6594824	1173	Sameer	Aging (Albany NY)	Database	Homo sapiens	GO	No	Not stated	No	DAVID	No	NA	Not stated	Background list, FDR	No		
PMC6595134	1174	Sameer	J Clin Transl Endocrinol	Gene expression array	Mus musculus	GO, KEGG	No	Not stated	Yes	WebGestalt	No	NA	Not stated	Background list	No	FDR only for KEGG not GO enrichment	
PMC6595412	1175	Sameer	Mol Ther Nucleic Acids	RNA-seq	Rattus norvegicus	GO, KEGG	No	No test	Yes	KOBAS	No	NA	Not stated	Inference without test, background list	No		
PMC6595893	1176	Sameer	Data Brief	Proteomics	Homo sapiens	Ingenuity Canonical Pathways 	No	Not stated	No	Ingenuity Pathway Analysis	Yes	NA	Not stated	Background list, FDR	Yes		
PMC6596368	1177	Sameer	Front Neurosci	Gene expression array	Rattus norvegicus	KEGG	No	Hypergeometric	No	Not stated	No	NA	Not stated	Background list, FDR	No		
PMC6596424	1178	Sameer	Stem Cells	RNA-seq	Homo sapiens	GO	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background list, FDR	No	You may exclude no enrichment just ontology analysis using IPA	
PMC6597412	1179	Sameer	J Breast Cancer	RNA-seq, Database	Homo sapiens	GO	No	Not stated	No	DAVID	No	NA	Not stated	Background list, FDR	No	databases identify\ied miR targets used in enrichment 	
PMC6597585	1180	Sameer	Nat Commun	Exclude	Exclude	Exclude	Exclude	Exclude	Exclude	Exclude	Exclude	Exclude	Exclude	Exclude	Exclude		
PMC6597842	1181	Sameer	J Biol Chem	RNA-seq	Papio anubis	MSigDB	Yes	GSEA	No	fGSEA in R	No	No	NA	Background list, FDR	No		
PMC6597849	1182	Sameer	Biosci Rep	RNA-seq	Homo sapiens	KEGG	No	Hypergeometric	No	DAVID	No	NA	Not stated	Background list, FDR	No		
PMC6598242	1183	Sameer	BMC Bioinformatics	Exclude	Exclude	Exclude	Exclude	Exclude	Exclude	Exclude	Exclude	Exclude	Exclude	Exclude	Exclude	paper describes new software for enrichment analysis	
PMC6598377	1184	Sameer	BMC Genomics	RNA-seq	Salvelinus alpinus	GO	No	Fisher	No	topGO	No	NA	Not stated	Background list, FDR	No		
PMC6598553	1185	Sameer	ESMO Open	Database	Homo sapiens	MSigDB	Yes	Not stated	Yes	CAMERA	No	NA	Not stated	Background list	No		
PMC6598865	1186	Sameer	Data Brief	RNA-seq	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background list, FDR	Yes		
PMC6599230	1187	Sameer	BMC Med Genet	MeDIP-seq	Homo sapiens	dbPTB 	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background list, FDR	Yes		
PMC6599314	1188	Sameer	Cancer Cell Int	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background list, FDR	No		
PMC6599329	1189	Sameer	BMC Microbiol	Proteomics	Enterococcus faecalis	GO, KEGG	No	Fisher	No	DAVID	No	NA	Not stated	Background list, FDR	No		
PMC6599380	1190	Sameer	Clin Epigenetics	Methylation array	Homo sapiens	GO	No	Fisher	No	Enrichr	No	NA	Not stated	Background list, FDR	No		
PMC6599637	1191	Sameer	Radiat Res	Proteomics	Mus musculus	Ingenuity Pathway Analysis	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background list, FDR	No		
PMC6599676	1192	Sameer	PeerJ	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background list, FDR	Yes		
PMC6599838	1193	Sameer	Mol Oncol	Gene expression array	Homo sapiens	GO	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background list, FDR	No		
PMC6599838	1193	Sameer	Mol Oncol	Gene expression array	Homo sapiens	MSigDB, Biocarta	No	GSEA	No	GSEA	No	NA	NA	FDR	No	GSEA data in suppl	
PMC6599955	1194	Sameer	Asian-Australas J Anim Sci	RNA-seq	Sus scrofa	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background list	Yes		
PMC6600401	1195	Sameer	Int J Mol Sci	RNA-seq, Database	Brassica oleracea	GO	No	Not stated	No	topGo	No	NA	Not stated	Background list, FDR	Yes		
PMC6600401	1195	Sameer	Int J Mol Sci	RNA-seq, Database	Brassica oleracea	KEGG	No	Not stated	No	KOBAS	No	NA	Not stated	Background list, FDR	Yes		
PMC6600501	1196	Sameer	Int J Mol Sci	RNA-seq	Brassica napus	GO	No	No test	No	GOseq	No	No	Not stated	Inference without test, background list 	Yes		
PMC6600501	1196	Sameer	Int J Mol Sci	RNA-seq	Brassica napus	KEGG	No	No test	Yes	KOBAS	No	NA	Not stated	Inference without test, background list 	Yes		
PMC6601137	1197	Sameer	Exp Ther Med	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	clusterProfiler	Yes	NA	Not stated	Background list, FDR	Yes		
PMC6601337	1198	Sameer	Diabetes Metab Syndr Obes	Gene expression array	Homo sapiens	GO	No	GSEA	Yes	GSEA	Yes	NA	Stated but incorrect	Background list	No		
PMC6601337	1198	Sameer	Diabetes Metab Syndr Obes	Gene expression array	Homo sapiens	KEGG	No	Hypergeometric	Yes	ClueGO	No	NA	Not stated	Background list	No		
PMC6601370	1199	Sameer	Exp Ther Med	Database	Homo sapiens	GO	No	Not stated	No	DAVID	No	NA	Not stated	Background list, FDR	No		
PMC6601370	1199	Sameer	Exp Ther Med	Database	Homo sapiens	KEGG	No	Not stated	No	clusterProfiler	No	NA	Not stated	Background list, FDR	No		
PMC6601584	1200	Sameer	Cancer Med	Database	Homo sapiens	GO	No	Not stated	No	clusterProfiler	No	No	Not stated	Background list, FDR	No	FDR provided in suppl	DEGs provided not whole list of genes
PMC6602258	1201	Kaumadi	PLoS One	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	Introducing new web server	
PMC6602415	1202	Kaumadi	RNA Biol	Database	Homo sapiens	MSigDB, miEAA	Yes	Not stated	No	ClusterProfiler	No	No	Not stated	Background list, FDR	Yes		
PMC6602483	1203	Kaumadi	Nucleic Acids Res	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	Introdicing new tool	
PMC6602513	1204	Kaumadi	Nucleic Acids Res	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	Introducing new web server	
PMC6602518	1205	Kaumadi	Nucleic Acids Res	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	Introducing new web server	
PMC6602521	1206	Kaumadi	Nucleic Acids Res	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	Introducing new web server	
PMC6602523	1207	Kaumadi	Nucleic Acids Res	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	Introducing new web server	
PMC6603045	1208	Kaumadi	Sci Rep	miRNA-seq	Homo sapiens	Metacore	Yes	Not stated	Not stated	Metacore	Yes	NA	Not stated	No data shown	Yes		
PMC6603225	1209	Kaumadi	Front Genet	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	Introdicing new tool	
PMC6603252	1210	Kaumadi	J Assist Reprod Genet	Gene expression array	Homo sapiens	Ingenuity Pathway Analysis	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background list, FDR	No		
PMC6603388	1211	Kaumadi	J Cancer	Database	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background list	No		
PMC6603403	1212	Kaumadi	J Cancer	Gene expression array	Homo sapiens	GO, KEGG, PANTHER	No	Not stated	No	DAVID	No	NA	Not stated	Background list	No		
PMC6604097	1213	Kaumadi	JAMA Netw Open	RNA-seq	Homo sapiens	GO	No	Not stated	Yes	clusterProfiler	Yes	No	Not stated	Background list	No		
PMC6604097	1213	Kaumadi	JAMA Netw Open	RNA-seq	Homo sapiens	Reactome	No	Not stated	Yes	ReactomePA	Yes	No	Not stated	Background list	No		
PMC6604097	1213	Kaumadi	JAMA Netw Open	RNA-seq	Homo sapiens	Ingenuity Pathway Analysis	No	Fisher	No	Ingenuity Pathway Analysis	Yes	NA	Not stated	Background list, FDR	No		
PMC6604150	1214	Kaumadi	Reprod Biol Endocrinol	Gene expression array	Homo sapiens	GO	No	Not stated	Yes	DAVID	No	NA	Not stated	Background list	No		
PMC6604150	1214	Kaumadi	Reprod Biol Endocrinol	Gene expression array	Homo sapiens	Ingenuity Pathway Analysis	No	Not stated	Yes	Ingenuity Pathway Analysis	No	NA	Not stated	Background list	No		
PMC6604150	1214	Kaumadi	Reprod Biol Endocrinol	Gene expression array	Homo sapiens	KEGG	No	Not stated	No	KOBAS	No	NA	Not stated	Background list, FDR	No		
PMC6604208	1215	Kaumadi	Genet Sel Evol	Genome sequencing	Bos taurus	GO, KEGG	No	Hypergeometric	Yes	ClueGO	Yes	NA	Not stated	Background list	Yes		
PMC6604360	1216	Kaumadi	EBioMedicine	Proteomics	Homo sapiens	GO, KEGG	No	Not stated	Yes	STRING	Yes	NA	Not stated	Background list	No		
PMC6604675	1217	Kaumadi	Med Sci Monit	Database	Homo sapiens	GO, KEGG	No	Not stated	No	KOBAS	No	NA	Not stated	Background list, FDR	No		
PMC6605639	1218	Kaumadi	Int J Mol Med	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background list	No		
PMC6605639	1218	Kaumadi	Int J Mol Med	Gene expression array	Homo sapiens	KEGG	No	GSEA	Yes	GSEA	Yes	NA	NA	No	No		
PMC6606003	1219	Kaumadi	Cancer Biol Ther	Database	Homo sapiens, Mus musculus	KEGG	No	Not stated	No	STRING	No	NA	Not stated	Background list, FDR	No		
PMC6606692	1220	Kaumadi	Front Microbiol	Metabolomics	Legionella pneumophila	MetaboAnalyst	Yes	Not stated	Yes	MetaboAnalyst 	Yes	NA	Not stated	Background list	No		
PMC6606747	1221	Kaumadi	EBioMedicine	Gene expression array	Homo sapiens, Mus musculus	GO	No	Not stated	No	ToppGene	No	NA	Not stated	Background list, FDR	No		
PMC6606943	1222	Kaumadi	Front Pharmacol	Gene expression array	Rattus norvegicus	KEGG	No	Fisher	Yes	Not stated	No	NA	Not stated	Background list	Yes		
PMC6606960	1223	Kaumadi	EBioMedicine	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID 	Yes	NA	NA	Background list	No		
PMC6606960	1223	Kaumadi	EBioMedicine	RNA-seq	Homo sapiens	MSigDB	Yes	GSEA	Yes	GSEA	Yes	NA	NA	No	No		
PMC6607041	1224	Kaumadi	Oncol Lett	Gene expression array	Homo sapiens	GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background list, FDR	No		
PMC6607041	1224	Kaumadi	Oncol Lett	Gene expression array	Homo sapiens	GO	No	Not stated	No	FunRich	Yes	NA	Not stated	Background list, FDR	No		
PMC6607041	1224	Kaumadi	Oncol Lett	Gene expression array	Homo sapiens	KEGG	No	Not stated	No	KOBAS	No	NA	Not stated	Background list, FDR	No		
PMC6607048	1225	Kaumadi	Oncol Lett	Gene expression array	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	Yes	NA	NA	Background list	No		
PMC6607081	1226	Kaumadi	Oncol Lett	Database	Homo sapiens	GO, KEGG	No	Not stated	Yes	ClusterProfiler	No	No	Not stated	Background list	Yes		
PMC6607103	1227	Kaumadi	Oncol Lett	Database	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background list, FDR	No		
PMC6607209	1228	Kaumadi	Cancer Manag Res	DNA methylation	Homo sapiens	GO, KEGG, PID, BioCarta, Reactome, BioCyc, PANTHER	No	Not stated	Yes	KOBAS	No	NA	Not stated	Background list	No		
PMC6607209	1228	Kaumadi	Cancer Manag Res	DNA methylation	Homo sapiens	MSigDB	No	GSEA	No	GSEA	No	NA	NA	No data shown	No		
PMC6607224	1229	Kaumadi	Oncol Lett	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	ClueGO	Yes	NA	Not stated	Background list	No		
PMC6607232	1230	Kaumadi	Oncol Lett	Proteomics	Homo sapiens	KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background list, FDR	No		
PMC6607238	1231	Kaumadi	Oncol Lett	DNA methylation	Homo sapiens	GO	No	Not stated	Yes	ClusterProfiler	Yes	No	Not stated	Background list	No		
PMC6607389	1232	Kaumadi	Oncol Lett	miRNA-seq	Homo sapiens	GO, KEGG	No	Not stated	Yes	Metascape	No	NA	Not stated	Background list	Yes		
PMC6607402	1233	Kaumadi	Oncol Lett	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background list, FDR	Yes		
PMC6607424	1234	Kaumadi	Oncol Lett	Gene expression array	Homo sapiens	Not stated	No	GSEA	No	GSEA	Yes	NA	NA	No	No		
PMC6607516	1235	Kaumadi	Eur J Med Res	Database	Homo sapiens	GO, KEGG	No	Not stated	No	ClusterProfiler	No	No	Not stated	Background list, FDR	Yes		
PMC6609316	1236	Kaumadi	Oncol Rep	Database	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background list, FDR	No		
PMC6609352	1237	Kaumadi	Oncol Rep	Database	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background list, FDR	No		
PMC6609385	1238	Kaumadi	Genet Sel Evol	GWAS	Ovis aries	GO, PID, Wikipathways, Reactome	No	No test	No	Biosystem	No	NA	Not stated	Inference without test	Yes		
PMC6609559	1239	Kaumadi	FEBS Open Bio	Gene expression array	Homo sapiens	Ingenuity Pathway Analysis	No	Not stated	Yes	Ingenuity Pathway Analysis	No	NA	Not stated	Background list	No		
PMC6609580	1240	Kaumadi	FEBS Open Bio	DNA methylation	Homo sapiens	GO, KEGG	No	Hypergeometric	Yes	GSEA	Yes	NA	NA	No	No		
PMC6609598	1241	Kaumadi	Biosci Rep	Database	Homo sapiens	GO, Pathway Studio Ontology	No	GSEA	Yes	GSEA	No	NA	NA	No	No		
PMC6609600	1242	Kaumadi	Biosci Rep	Database	Homo sapiens	GO, KEGG	No	Not Stated	No	ClusterProfiler	No	NA	Not stated	Background list, FDR	No		
PMC6609606	1243	Kaumadi	Sci Rep	Gene expression array	Oryctolagus cuniculus	GO, KEGG	No	GSEA	Yes	GSEA	No	NA	NA	No	No		
PMC6609625	1244	Kaumadi	Sci Rep	Proteomics	Bos taurus	GO	No	Not Stated	Yes	ProteINSIDE	No	NA	Not stated	Background list	No		
PMC6609876	1245	Kaumadi	PeerJ	Gene expression array	Homo sapiens	GO, KEGG	No	Not Stated	Yes	ClusterProfiler	No	NA	Not stated	Background list	Yes		
PMC6610069	1246	Kaumadi	Sci Rep	Proteomics	Spica Prunellae	GO, KEGG	No	No test	No	QuickGO	No	NA	Not stated	Inference without test	Yes		
PMC6610171	1247	Kaumadi	Carcinogenesis	DNA methylation	Homo sapiens	GO	No	Not Stated	No	GeneGo Metacore	Yes	NA	Not stated	Background list, FDR	No		
PMC6610209	1248	Kaumadi	Front Neurosci	RNA-seq	Simiiformes catarrhini	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background list	Yes		
PMC6610216	1249	Kaumadi	Biomed Rep	Proteomics	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background list, FDR	No		
PMC6610298	1250	Kaumadi	Onco Targets Ther	Database	Homo sapiens	GO, KEGG	No	No test	No	DAVID	No	NA	Not stated	Inference without test	No		
PMC6610545	1251	Kaumadi	PeerJ	RNA Seq	Rattus norvegicus	GO	No	Not stated	Yes	GOseq	No	NA	Not stated	Background list	No		
PMC6610545	1251	Kaumadi	PeerJ	RNA Seq	Rattus norvegicus	KEGG	No	Not stated	Yes	KOBAS	No	NA	Not stated	Background list	No		
PMC6610672	1252	Kaumadi	Biochem Med (Zagreb)	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	not an enrichment analysis paper	
PMC6611005	1253	Kaumadi	BMC Complement Altern Med	Database	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	Yes	NA	Not stated	Background list	No		
PMC6611007	1254	Kaumadi	Front Immunol	Proteomics	Mus musculus	Ingenuity Pathway Analysis	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background list, FDR	No		
PMC6611386	1255	Kaumadi	Front Pediatr	miRNA-seq	Homo sapiens	KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background list, FDR	No		
PMC6611580	1256	Kaumadi	PLoS One	Metablomics	Homo sapiens	KEGG, MetPA	No	Not stated	No	MetPA	No	NA	Not stated	Background list, FDR	No		
PMC6611666	1257	Kaumadi	PLoS One	Metablomics	Bos grunniens	KEGG	No	Not stated	Yes	Not stated	No	NA	Not stated	Background list	No		
PMC6611870	1258	Kaumadi	Nat Commun	Gene expression array	Homo sapiens	KEGG	No	Not stated	No	Not stated	No	NA	Not stated	Background list, FDR	No	"Pathway analyses were done using gene set tests on the ranks of t-statistics."	
PMC6612054	1259	Kaumadi	Carcinogenesis	Proteomics	Homo sapiens	Ingenuity Pathway Analysis	Yes	Not stated	Yes	Ingenuity Pathway Analysis	Yes	NA	Not stated	Background list	No		
PMC6612054	1259	Kaumadi	Carcinogenesis	Proteomics	Homo sapiens	GO	No	Not stated	No	WebGestalt	No	NA	Not stated	Background list, FDR	No		
PMC6612102	1260	Kaumadi	BMC Cancer	Database	Homo sapiens	GO, KEGG	No	Not stated	No	limma (goana, kegga)	No	NA	NA	FDR	No	supplementary information can not open	
