Journal	Omics type	Organism	Gene set library	GS version	Statistical test used	FDR Correction	App used	App Version	Code availability	Background gene set	Assumptions violated	Gene lists provided
J Endocr Soc	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
J Endocr Soc	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
J Endocr Soc	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
J Endocr Soc	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PeerJ	Proteomics	Homo sapiens	GO	No	Not stated	Not stated	PANTHER	No	NA	Not stated	Background, FDR	Yes
PeerJ	Proteomics	Homo sapiens	GO	No	Not stated	Not stated	DAVID	No	NA	Not stated	Background, FDR	Yes
Environ Entomol	RNA-seq	Apis mellifera	GO, KEGG	No	Fisher	Yes	DAVID	Yes	NA	Not stated	Background	Yes
EMBO Mol Med	RNA-seq	Mus musculus	Ingenuity Knowledge Base	No	Not stated	Yes	Ingenuity Pathway Analysis	No	NA	Not stated	Background	No
Toxicol Appl Pharmacol	RNA-seq	Homo sapiens	GO, KEGG, Reactome	No	Fisher	No	DAVID	No	NA	Not stated	Background, FDR	No
BMC Urol	RNA-seq	Homo sapiens	MSigDB	Yes	GSEA	Yes	GSEA	No	NA	Not stated	Background	Yes
J Endocr Soc	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
BMC Plant Biol	Proteomics	Carica papaya	GO, KEGG	No	Fisher	Yes	Not stated	No	NA	Not stated	Background	No
J Endocr Soc	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Environ Int	Metabolomics	Homo sapiens	Mummichog	No	Not stated	No	Mummichog	No	NA	Not stated	Background	No
Nutr Metab (Lond)	Gene expression array	Homo sapiens	DO, GO, KEGG	No	Not stated	Yes	clusterProfiler	No	No	Not stated	Background	Yes
Hortic Res	miRNA-seq	Malus domestica, Malus sieversii	GO	No	Not stated	Not stated	agriGO	Yes	NA	Yes	Inference without test, No data shown	Yes
Hum Genomics	Genome sequencing	Vertebrata	GO, Reactome	No	Not stated	Yes	PANTHER	Yes	NA	Yes	No	Yes
J Ovarian Res	scRNA-seq	Mus musculus	GO, KEGG	No	No test	Yes	Ingenuity Pathway Analysis	No	NA	Not stated	Inference without test, Background	No
Med Sci Monit	RNA-seq	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	No	NA	NA	Inference without test, Background	No
Drug Des Devel Ther	RNA-seq	Rattus norvegicus	GO, KEGG	No	Not stated	No	clusterProfiler	No	NA	Not stated	Background, FDR	Yes
3 Biotech	RNA-seq	Camellia oleifera	GO, KEGG, Swiss-Prot, KOG, PFAM	No	Hypergeometric	Yes	KAAS	No	NA	Not stated	Background	No
Biomed Res Int	Proteomics	Homo sapiens	Reactome, GO	No	Not stated	No	PANTHER	No	NA	Not stated	Background, FDR	Yes
Biomed Res Int	Proteomics	Homo sapiens	Reactome, GO	No	Not stated	No	STRING	No	No	Not stated	Background, FDR	Yes
Am J Transl Res	Gene expression array	Homo sapiens	GO, KEGG	No	Hypergeometric	Yes	ClueGO/Cytoscape	No	NA	Not stated	Background	Yes
Am J Transl Res	Gene expression array	Homo sapiens	GO, KEGG	No	Hypergeometric	Yes	NetworkAnalyst	No	NA	Not stated	Background	Yes
Epigenetics	DNA methylation array	Homo sapiens	KEGG	No	Not stated	Yes	DAVID	Yes	NA	Not stated	Background	Yes
Epigenetics	DNA methylation array	Homo sapiens	GO	No	Fisher	No	Ingenuity Pathway Analysis	Yes	NA	Not stated	Background, FDR	Yes
Epigenetics	DNA methylation array	Homo sapiens	GO	No	Fisher	No	DAVID	Yes	NA	Not stated	Background, FDR	Yes
Epigenetics	DNA methylation sequencing	Homo sapiens	GO, KEGG	No	Not stated	Yes	missMethyl R package	No	No	Not stated	Background	No
Epigenetics	DNA methylation sequencing	Homo sapiens	GO	No	Not stated	No	GOrilla	No	NA	Not stated	Background, FDR	Yes
Epigenetics	DNA methylation sequencing	Homo sapiens	GO	No	Not stated	No	Reactome web app	No	NA	Not stated	Background, FDR	Yes
Data Brief	RNA-seq	Homo sapiens	Ingenuity Knowledge Base	No	Fisher	Yes	Ingenuity Pathway Analysis	No	NA	Not stated	Background	No
EBioMedicine	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	Yes
EBioMedicine	RNA-seq	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	No	NA	Not stated	No	Yes
World J Gastroenterol	Database	Mus musculus	Not stated	No	Not stated	No	ClueGO/Cytoscape	No	NA	Not stated	Background, FDR	No
Cancer Med	Gene expression array	Homo sapiens	GO, KEGG	No	Fisher, Chi-squared	Yes	Not stated	No	No	Not stated	Background	No
Cancer Med	RNA-seq	Homo sapiens	GO	No	Not stated	No	clusterProfiler	No	No	Not stated	Background, FDR	Yes
Cancer Med	Gene expression array	Homo sapiens	GO	No	Not stated	No	Not stated	No	NA	Not stated	Background, FDR	No
Mediators Inflamm	Cytokine array	Homo sapiens	Ingenuity Knowledge Base	No	No test	Not stated	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	NA
Evid Based Complement Alternat Med	Database	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background, FDR	No
Biomed Res Int	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	Yes	Not stated	No	NA	Not stated	Background	No
BMC Genomics	RNA-seq	Agave tequilana	GO	No	Not stated	Yes	agriGO	No	NA	Yes	No	No
BMC Vet Res	Database	Canis lupus familiaris	WikiPathways	No	No test	NA	Cytoscape (No plugin stated)	Yes	NA	Not stated	Inference without test, Background	Yes
BMC Med Genet	RNA-seq	Homo sapiens	KEGG	No	Not stated	Yes	GSEA	No	NA	Not stated	Background	Yes
Front Genet	RNA-seq	Homo sapiens	GO, KEGG, Reactome, WikiPathways, BioCarta	Yes	Fisher	Yes	Enrichr	No	NA	Not stated	Background	Yes
Cancer Manag Res	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
Cancer Manag Res	Gene expression array	Homo sapiens	Not stated	No	GSEA	Yes	GSEA	No	NA	NA	No	No
Int J Mol Med	Proteomics	Rattus norvegicus	GO	No	Fisher	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	No
Sci Rep	RNA-seq	Ovis aries	GO	No	Hypergeometric	Yes	GOseq	Yes	No	Not stated	Background	Yes
Sci Rep	RNA-seq	Ovis aries	KEGG	No	Hypergeometric	Yes	KOBAS	Yes	NA	Not stated	Background	Yes
Food Nutr Res	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Nat Genet	Genotyping array	Homo sapiens	KEGG, Reactome, BioCarta	No	PASCAL	Yes	Pascal	No	NA	Not stated	Background	Yes
BMC Plant Biol	RNA-seq	Triticum aestivum	GO, KEGG, KOG	No	Hypergeometric	Yes	Blast2GO	No	NA	Not stated	Background	Yes
BMC Cancer	Gene expression array	Homo sapiens	MSigDB, KEGG, PID, BioCarta	No	GSEA	Yes	GSEA	No	NA	NA	Background	Yes
Proc Natl Acad Sci U S A	Genome sequencing	Various order Chiroptera	GO	No	Not stated	Yes	STRING	Yes	NA	Not stated	Background	Yes
Psychiatry Clin Neurosci	DNA methylation array	Homo sapiens	KEGG	No	Hypergeometric	Yes	missMethyl	No	NA	Not stated	Background	Yes
Cell Death Discov	RNA-seq	Homo sapiens	GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	Yes
Cell Death Discov	RNA-seq	Homo sapiens	GO	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	Yes
EPMA J	Proteomics	Homo sapiens	GO	No	Hypergeometric	Yes	Ingenuity Pathway Analysis	No	NA	Stated, but incorrect	Background	Yes
EPMA J	Proteomics	Homo sapiens	GO	No	Hypergeometric	Yes	ClueGO/Cytoscape	No	NA	Stated, but incorrect	Background	Yes
Ann Clin Transl Neurol	Genotyping array	Homo sapiens	GO, Reactome	No	Fisher	Yes	PANTHER	No	NA	Yes	No	Yes
Data Brief	RNA-seq	Lupinus albus	Phytozome annotations	No	No test	NA	MapMan	Yes	NA	Not stated	Inference without test, Background	No
Cells	RNA-seq	Mus musculus	GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
Genes	RNA-seq	Xanthomonas citri	GO, KEGG	No	Not stated	Yes	Not stated	No	NA	Not stated	Background	Yes
Cells	RNA-seq	Mus musculus	KEGG	No	Not stated	Yes	KOBAS	No	NA	Not stated	Background	No
Animals (Basel)	Gene expression array	Gallus gallus	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	Yes
Animals (Basel)	Gene expression array	Gallus gallus	MSigDB	No	GSEA	Yes	GSEA	No	NA	NA	Background	Yes
Genes (Basel)	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Animals (Basel)	RNA-seq	Sus scrofa	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
Antioxidants (Basel)	Gene expression array, RNA-seq	Homo sapiens	Not stated	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	No
Evol Bioinform Online	RNA-seq	Lilium pumilum	GO, KEGG	No	Hypergeometric, Fisher	Yes	Not stated	No	NA	Not stated	Background	No
PeerJ	Gene expression array, RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background	Yes
PeerJ	Gene expression array, RNA-seq	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	No	NA	Not stated	Background	Yes
PLoS Genet	Genotyping array	Homo sapiens	GO, KEGG	No	Not stated	Yes	GSA-SNP	No	NA	Not stated	Background	Yes
Front Genet	RNA-seq	Mus musculus	GO, KEGG	No	Not stated	No	Not stated	No	NA	Not stated	Background, FDR, No data shown	No
Exp Ther Med	Gene expression array	Homo sapiens	GO, KEGG	No	Fisher	No	Not stated	No	NA	Not stated	Background, FDR	No
Exp Ther Med	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	Yes	NA	Not stated	Background	No
Exp Ther Med	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
Int J Mol Sci	Genome sequencing, Microbiome	Sus scrofa	GO, KEGG, eggNOG	Yes	Not stated	Yes	DAVID	Yes	NA	Not stated	Background	No
Front Plant Sci	RNA-seq	Zygnema circumcarinatum	GO, UniProt	No	Binomial	Yes	DIAMOND	No	NA	Not stated	Background	No
Nanomaterials (Basel)	RNA-seq	Homo sapiens	GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
Nanomaterials (Basel)	RNA-seq	Homo sapiens	KEGG	No	GSEA	No	GSEA	Yes	NA	Not stated	Background, FDR	No
Mult Scler J Exp Transl Clin	RNA-seq, Genotyping array	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	Yes	Ingenuity Pathway Analysis	Yes	NA	Not stated	Background	Yes
Int J Mol Sci	RNA-seq	Camellia sinensis	GO	No	Not stated	Yes	Blast2GO	No	NA	Not stated	Background	No
Int J Mol Sci	RNA-seq	Camellia sinensis	KEGG	No	Not stated	Yes	KAAS	No	NA	Not stated	Background	No
Int J Mol Sci	Proteomics	Taraxacum kok-saghyz	GO, KEGG	No	Not stated	Not stated	Blast2GO, WEGO	No	NA	Not stated	Background, FDR	No
Int J Mol Sci	RNA-seq, Proteomics	Oryza sativa	GO, KEGG	No	Fisher	Yes	Custom R script	No	No	Yes	No	Yes
Int J Mol Sci	Proteomics	Oryza sativa	GO, PANTHER	No	Not stated	Not stated	PANTHER	Yes	NA	Not stated	Background, FDR	No
Int J Mol Sci	Proteomics, scRNA-seq	Mus musculus	GO	No	Not stated	Yes	STRING	No	NA	Not stated	Background	No
BMC Genomics	RNA-seq, Genome sequencing	Juncus effusus	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
Hum Genomics	Genotyping array	Homo sapiens	GO, KEGG	No	Fisher	Yes	DAVID	Yes	NA	Not stated	No	No
J Biomed Semantics	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Stem Cell Res Ther	miRNA-seq	Homo sapiens	GO, KEGG	No	Hypergeometric	Yes	Not stated	No	NA	Stated, but incorrect	No	Yes
Stem Cell Res Ther	Gene expression array	Rattus norvegicus	GO, KEGG, WikiPathways	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
BMC Cancer	RNA-seq	Homo sapiens	GSEA	No	GSEA	Yes	GSEA	No	NA	Not stated	Background	No
Int J Biol Sci	miRNA-seq	Homo sapiens	GO, KEGG	No	Not stated	No	Not stated	No	NA	Not stated	Background, FDR	Yes
Front Pharmacol	Proteomics, Metabolomics	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	No
Metabolomics	Metabolomics	Homo sapiens	MetaboAnalyst	No	Not stated	No	MetaboAnalyst	Yes	NA	Not stated	Background, FDR	No
Oncotarget	Proteomics, Metabolomics, Gene expression array	Homo sapiens	Reactome	No	Not stated	No	Reactome web app	No	NA	Not stated	Background, FDR	Yes
Oncotarget	RNA-seq	Homo sapiens	Not stated	No	GSEA	No	GSEA	No	NA	NA	FDR	No
Oncotarget	RNA-seq	Homo sapiens	KEGG	No	Not stated	Yes	STRING	Yes	NA	Not stated	Background	No
Funct Integr Genomics	Gene expression array, miRNA-seq	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
Gut Pathog	Genotyping array	Homo sapiens	KEGG	No	Not stated	No	PathwayConnector	No	NA	Not stated	Background, FDR	No
BMC Bioinformatics	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PeerJ	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	Yes	NA	Not stated	Background, FDR	No
PeerJ	pyrosequencing	Homo sapiens	KEGG	No	Not stated	No	Not stated	NA	NA	Not stated	Background, FDR	No
Clin Cancer Res	Metabolomics	Homo sapiens	KEGG, MSigDB	No	Hypergeometric	No	Not stated	NA	NA	Not stated	Background, FDR	Yes
Clin Cancer Res	Gene expression array	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	No	NA	NA	No	No
Medicine (Baltimore)	miRNA expression array, Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
Medicine (Baltimore)	RNA-seq	Homo sapiens	GO	No	Not stated	Yes	LinkedOmics	No	NA	Not stated	Background	No
Medicine (Baltimore)	RNA-seq	Homo sapiens	KEGG	No	Not stated	No	ClueGO/Cytoscape	No	NA	Not stated	Background, FDR	No
J Clin Med	Metabolomics	Homo sapiens	MetaboAnalyst	No	Not stated	Not stated	MeTPA	No	NA	Not stated	FDR	No
Molecules	Metabolomics	Rattus norvegicus	MetaboAnalyst	No	Not stated	Yes	MetPA	No	NA	Not stated	Background, FDR	No
Biomolecules	Gene expression array	Homo sapiens	GO, KEGG, PID, Reactome, MSigDB, PANTHER, GenMAPP, Pathway Ontology	No	Not stated	No	ToppGene	No	NA	Not stated	Background, FDR	Yes
Metabolites	Metabolomics	Homo sapiens	Human Metabolome Database	Yes	Fisher	Yes	MetaboAnalyst	No	NA	Not stated	Background	No
Medicina (Kaunas)	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	NetworkAnalyst	No	NA	Not stated	Background	No
Metabolites	Metabolomics	Desmosdesmus sp.	Arabidopsis thaliana metabolic pathway	No	Not stated	No	MetaboAnalyst	Yes	No	Not stated	Background, FDR	Yes
J Clin Med	Gene expression array, RNA-seq	Homo sapiens	GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	Yes
Metabolites	Metabolomics, RNA-seq	Homo sapiens	MSigDB, KEGG	Yes	GSEA	Yes	GSEA	Yes	NA	NA	No	Yes
Metabolites	Metabolomics	Homo sapiens	ChemRICH	No	"Kolmogorov–Smirnov
"	Yes	ChemRICH	No	NA	Not stated	No	Yes
Hortic Res	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Cancer Manag Res	Gene expression array	Homo sapiens	KEGG, OMIM, FunDO	No	Not stated	No	KOBAS	Yes	NA	Not stated	Background, FDR	No
Curr Dev Nutr	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Curr Dev Nutr	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Curr Dev Nutr	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Curr Dev Nutr	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Curr Dev Nutr	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Curr Dev Nutr	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Curr Dev Nutr	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Curr Dev Nutr	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Curr Dev Nutr	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Curr Dev Nutr	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Curr Dev Nutr	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Curr Dev Nutr	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Curr Dev Nutr	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Curr Dev Nutr	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Anal Chim Acta	Metabolomics	Homo sapiens	Mummichog	No	Not stated	No	Mummichog	No	NA	Not stated	Background, FDR	No
Cell Death Discov	RNA-seq	Sus scrofa	GO	No	Not stated	No	PANTHER	No	No	Not stated	Background, FDR	Yes
Cancer Manag Res	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
Mol Med Rep	RNA-seq, Gene expression array	Homo sapiens	Not stated	No	GSEA	No	GSEA	No	NA	NA	FDR	No
Mol Med Rep	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
Mol Med Rep	RNA-seq	Mus musculus	GO, KEGG	No	Not stated	Yes	clusterProfiler	Yes	No	Not stated	Background	No
Mol Med Rep	Gene expression array	Homo sapiens	GO	No	Not stated	No	Metascape	No	NA	Not stated	Background, FDR	No
Mol Med Rep	RNA-seq	Panax ginseng	KEGG	No	Hypergeometric	Yes	Not stated	NA	NA	Not stated	Background	No
Mol Med Rep	RNA-seq	Serratia marcescens	GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
Mol Med Rep	RNA-seq	Rattus norvegicus	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
Exp Ther Med	Gene expression array	Homo sapiens	GO, KEGG, Reactome	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	Yes
Exp Ther Med	Gene expression array	Homo sapiens	GO	No	Not stated	No	PANTHER	No	No	Not stated	Background, FDR	Yes
Exp Ther Med	Gene expression array	Mus musculus	GO, KEGG, BioCyc	Yes	No test	NA	Not stated	No	NA	Not stated	Inference without test, Background	No
Data Brief	Proteomics	Homo sapiens	GO	No	Not stated	No	WebGestalt	No	NA	Not stated	Background, FDR	Yes
Am J Physiol Endocrinol Metab	RNA-seq	Homo sapiens	KEGG	No	Not stated	Yes	GAGE	No	No	Not stated	Background	No
Heliyon	Proteomics	Candida albicans	GO	No	Hypergeometric	Yes	ClueGO/Cytoscape	No	NA	Not stated	Background	Yes
BMC Bioinformatics	RNA-seq	Homo sapiens	GO	No	Not stated	No	PANTHER	No	No	Not stated	Background, FDR	No
J Exp Clin Cancer Res	Database	Homo sapiens	MSigDB	No	GSEA	No	GSEA	Yes	NA	NA	FDR	No
BMC Med Genomics	RNA-seq	Homo sapiens	Ingenuity Knowledge Base	No	Fisher	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	No
Mol Cell Biol	CRISPR screen, RNA-seq	Homo sapiens	GO	No	Hypergeometric	Yes	Not stated	No	NA	Not stated	Background	Yes
J Virol	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	Yes
Front Genet	RNA-seq	Homo sapiens	GO	No	Not stated	Yes	FUMA	No	NA	Not stated	Background	Yes
Aquat Toxicol	Metabolomics	Artemia franciscana	KEGG	No	Not stated	Yes	PAPi	No	No	Not stated	Background	Yes
Circ Genom Precis Med	RNA-seq	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	Yes
Cell Rep	RNA-seq, scRNA-seq, ATAC-seq, ChIP-seq	Mus musculus	GO, KEGG	No	Binomial	No	DAVID	No	NA	Not stated	Background, FDR	No
Transl Oncol	Genome sequencing	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	No
Commun Biol	Genome sequencing	Bos taurus	Custom	NA	Not stated	No	BFMAP	No	No	Not stated	Background, FDR	Yes
ASN Neuro	RNA-seq, Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	Yes
BMC Genomics	RNA-seq	Sus scrofa	GO, KEGG	No	Hypergeometric, Fisher	Yes	Custom R script	No	No	Not stated	Background	No
Med Sci Monit	Gene expression array	Homo sapiens	GO, KEGG	No	Fisher	Yes	DAVID	No	NA	Not stated	Background	No
Med Sci Monit	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	clusterProfiler	No	No	Not stated	Background	No
Med Sci Monit	Gene expression array	Homo sapiens	KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
Front Oncol	Database	Homo sapiens	KEGG	No	Not stated	No	FunRich	No	NA	Not stated	Background, FDR	No
Acta Cir Bras	Gene expression array	Mus musculus	GO, KEGG	No	Not stated	No	Not stated	No	NA	Not stated	Background, FDR	No
J Cancer	Database	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	Yes
J Cancer	Database	Homo sapiens	KEGG	No	Not stated	No	ClueGO/Cytoscape	No	NA	Not stated	Background, FDR	Yes
J Cancer	Database	Homo sapiens	KEGG	No	Not stated	No	CluePedia	No	NA	Not stated	Background, FDR	Yes
J Cancer	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
J Cancer	Database	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
J Cancer	Database	Homo sapiens	MSigDB	Yes	GSEA	Yes	GSEA	Yes	NA	NA	No	No
J Cancer	Gene expression array	Homo sapiens	BioCarta	Yes	GSEA	Yes	GSEA	No	NA	NA	No	No
J Cancer	RNA-seq, DNA methylation sequencing	Homo sapiens	INOH, PID, BioCarta, NetPath, HumanCyc, KEGG, WikiPathways, SMPDB, PharmGKB, EHMN, SignaLink	No	Not stated	No	ConsensusPathDB	No	NA	Not stated	Background, FDR	No
J Cell Mol Med	Database	Rattus norvegicus	GO, KEGG	No	Fisher	No	FunRich	No	NA	Not stated	Background, FDR	No
Sci Rep	Gene expression array	Homo sapiens	MetaCore	No	Hypergeometric	Yes	GeneGo MetaCore	Yes	NA	Not stated	Background	Yes
3 Biotech	RNA-seq	Brassica rapa	GO, KEGG	No	Not stated	Yes	Not stated	No	NA	Not stated	Background	Yes
J Cancer	Genome sequencing	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	Yes
Clin Epigenetics	DNA methylation array	Homo sapiens	GO	No	Hypergeometric	Yes	GREAT	No	NA	Not stated	Background	No
J Transl Med	Gene expression array	Homo sapiens	GO	No	Not stated	No	GOrilla	No	NA	Not stated	Background, FDR	No
J Transl Med	Gene expression array	Homo sapiens	GO	No	Not stated	No	PANTHER	Yes	NA	Not stated	Background, FDR	No
BMC Psychiatry	DNA methylation array	Homo sapiens	GO	No	Not stated	Yes	DAVID	Yes	NA	Not stated	Background	Yes
Appl Environ Microbiol	RNA-seq, Genome sequencing	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PeerJ	Database	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PLoS One	Metabolomics	Homo sapiens	KEGG	No	MSEA	Yes	MetaboAnalyst	Yes	NA	NA	No	No
