"Pubmed.Central.ID"	"Article.number"	"Allocated"	"Journal"	"Omics.type"	"Organism"	"Gene.set.library"	"GS.version"	"Statistical.test.used"	"FDR.Correction"	"App.used"	"App.Version"	"Code.availability"	"Background.gene.set"	"Assumptions.violated"	"Gene.lists.provided"	"scores"
"1166"	"PMC6562010"	1006	"Sameer"	"EPMA J"	"Proteomics"	"Homo sapiens"	"GO"	"No"	"Hypergeometric"	"Yes"	"Ingenuity Pathway Analysis"	"No"	NA	"Stated, but incorrect"	"Background"	"Yes"	-2
"1167"	"PMC6562010"	1006	"Sameer"	"EPMA J"	"Proteomics"	"Homo sapiens"	"GO"	"No"	"Hypergeometric"	"Yes"	"ClueGO/Cytoscape"	"No"	NA	"Stated, but incorrect"	"Background"	"Yes"	-2
"1168"	"PMC6562070"	1007	"Sameer"	"Ann Clin Transl Neurol"	"Genotyping array"	"Homo sapiens"	"GO, Reactome"	"No"	"Fisher"	"Yes"	"PANTHER"	"No"	NA	"Yes"	"No"	"Yes"	-1
"1169"	"PMC6562269"	1008	"Sameer"	"Data Brief"	"RNA-seq"	"Lupinus albus"	"Phytozome annotations"	"No"	"No test"	"No test"	"MapMan"	"Yes"	NA	"Not stated"	"Inference without test, Background"	"No"	-4
"1170"	"PMC6562609"	1009	"Sameer"	"Cells"	"RNA-seq"	"Mus musculus"	"GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1171"	"PMC6562643"	1010	"Sameer"	"Genes"	"RNA-seq"	"Xanthomonas citri"	"GO, KEGG"	"No"	"Not stated"	"Yes"	"Not stated"	"No"	NA	"Not stated"	"Background"	"Yes"	-4
"1172"	"PMC6562744"	1011	"Sameer"	"Cells"	"RNA-seq"	"Mus musculus"	"KEGG"	"No"	"Not stated"	"Yes"	"KOBAS"	"No"	NA	"Not stated"	"Background"	"No"	-4
"1173"	"PMC6562892"	1012	"Sameer"	"Animals (Basel)"	"Gene expression array"	"Gallus gallus"	"GO, KEGG"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"Not stated"	"Background"	"Yes"	-3
"1174"	"PMC6562892"	1012	"Sameer"	"Animals (Basel)"	"Gene expression array"	"Gallus gallus"	"MSigDB"	"No"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"Background"	"Yes"	-1
"1176"	"PMC6562977"	1014	"Sameer"	"Animals (Basel)"	"RNA-seq"	"Sus scrofa"	"GO, KEGG"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1177"	"PMC6563026"	1015	"Sameer"	"Antioxidants (Basel)"	"Gene expression array, RNA-seq"	"Homo sapiens"	"Not stated"	"No"	"Not stated"	"No"	"Ingenuity Pathway Analysis"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-6
"1178"	"PMC6563521"	1016	"Sameer"	"Evol Bioinform Online"	"RNA-seq"	"Lilium pumilum"	"GO, KEGG"	"No"	"Hypergeometric, Fisher"	"Yes"	"Not stated"	"No"	NA	"Not stated"	"Background"	"No"	-4
"1179"	"PMC6563800"	1017	"Sameer"	"PeerJ"	"Gene expression array, RNA-seq"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background"	"Yes"	-4
"1180"	"PMC6563800"	1017	"Sameer"	"PeerJ"	"Gene expression array, RNA-seq"	"Homo sapiens"	"MSigDB"	"No"	"GSEA"	"Yes"	"GSEA"	"No"	NA	"Not stated"	"Background"	"Yes"	-2
"1181"	"PMC6563950"	1018	"Sameer"	"PLoS Genet"	"Genotyping array"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"Yes"	"GSA-SNP"	"No"	NA	"Not stated"	"Background"	"Yes"	-3
"1182"	"PMC6565949"	1019	"Sameer"	"Front Genet"	"RNA-seq"	"Mus musculus"	"GO, KEGG"	"No"	"Not stated"	"No"	"Not stated"	"No"	NA	"Not stated"	"Background, FDR, No data shown"	"No"	-6
"1183"	"PMC6566080"	1020	"Sameer"	"Exp Ther Med"	"Gene expression array"	"Homo sapiens"	"GO, KEGG"	"No"	"Fisher"	"No"	"Not stated"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1184"	"PMC6566089"	1021	"Sameer"	"Exp Ther Med"	"RNA-seq"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"Yes"	"DAVID"	"Yes"	NA	"Not stated"	"Background"	"No"	-3
"1185"	"PMC6566124"	1022	"Sameer"	"Exp Ther Med"	"Gene expression array"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1186"	"PMC6566245"	1023	"Sameer"	"Int J Mol Sci"	"Genome sequencing, Microbiome"	"Sus scrofa"	"GO, KEGG, eggNOG"	"Yes"	"Not stated"	"Yes"	"DAVID"	"Yes"	NA	"Not stated"	"Background"	"No"	-2
"1187"	"PMC6566377"	1024	"Sameer"	"Front Plant Sci"	"RNA-seq"	"Zygnema circumcarinatum"	"GO, UniProt"	"No"	"Binomial"	"Yes"	"DIAMOND"	"No"	NA	"Not stated"	"Background"	"No"	-3
"1188"	"PMC6566439"	1025	"Sameer"	"Nanomaterials (Basel)"	"RNA-seq"	"Homo sapiens"	"GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1189"	"PMC6566439"	1025	"Sameer"	"Nanomaterials (Basel)"	"RNA-seq"	"Homo sapiens"	"KEGG"	"No"	"GSEA"	"No"	"GSEA"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-3
"1190"	"PMC6566490"	1026	"Sameer"	"Mult Scler J Exp Transl Clin"	"RNA-seq, Genotyping array"	"Homo sapiens"	"Ingenuity Knowledge Base"	"No"	"Not stated"	"Yes"	"Ingenuity Pathway Analysis"	"Yes"	NA	"Not stated"	"Background"	"Yes"	-2
"1191"	"PMC6566613"	1027	"Sameer"	"Int J Mol Sci"	"RNA-seq"	"Camellia sinensis"	"GO"	"No"	"Not stated"	"Yes"	"Blast2GO"	"No"	NA	"Not stated"	"Background"	"No"	-4
"1192"	"PMC6566613"	1027	"Sameer"	"Int J Mol Sci"	"RNA-seq"	"Camellia sinensis"	"KEGG"	"No"	"Not stated"	"Yes"	"KAAS"	"No"	NA	"Not stated"	"Background"	"No"	-4
"1193"	"PMC6566844"	1028	"Sameer"	"Int J Mol Sci"	"Proteomics"	"Taraxacum kok-saghyz"	"GO, KEGG"	"No"	"Not stated"	"Not stated"	"Blast2GO, WEGO"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1194"	"PMC6566916"	1029	"Sameer"	"Int J Mol Sci"	"RNA-seq, Proteomics"	"Oryza sativa"	"GO, KEGG"	"No"	"Fisher"	"Yes"	"Custom R script"	"No"	"No"	"Yes"	"No"	"Yes"	-1
"1195"	"PMC6567145"	1030	"Sameer"	"Int J Mol Sci"	"Proteomics"	"Oryza sativa"	"GO, PANTHER"	"No"	"Not stated"	"Not stated"	"PANTHER"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-4
"1196"	"PMC6567270"	1031	"Sameer"	"Int J Mol Sci"	"Proteomics, scRNA-seq"	"Mus musculus"	"GO"	"No"	"Not stated"	"Yes"	"STRING"	"No"	NA	"Not stated"	"Background"	"No"	-4
"1197"	"PMC6567414"	1032	"Sameer"	"BMC Genomics"	"RNA-seq, Genome sequencing"	"Juncus effusus"	"GO, KEGG"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"Not stated"	"Background"	"No"	-4
"1198"	"PMC6567461"	1033	"Sameer"	"Hum Genomics"	"Genotyping array"	"Homo sapiens"	"GO, KEGG"	"No"	"Fisher"	"Yes"	"DAVID"	"Yes"	NA	"Not stated"	"No"	"No"	-2
"1200"	"PMC6567518"	1035	"Sameer"	"Stem Cell Res Ther"	"miRNA-seq"	"Homo sapiens"	"GO, KEGG"	"No"	"Hypergeometric"	"Yes"	"Not stated"	"No"	NA	"Stated, but incorrect"	"No"	"Yes"	-3
"1201"	"PMC6567623"	1036	"Sameer"	"Stem Cell Res Ther"	"Gene expression array"	"Rattus norvegicus"	"GO, KEGG, WikiPathways"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-4
"1202"	"PMC6567669"	1037	"Sameer"	"BMC Cancer"	"RNA-seq"	"Homo sapiens"	"GSEA"	"No"	"GSEA"	"Yes"	"GSEA"	"No"	NA	"Not stated"	"Background"	"No"	-3
"1203"	"PMC6567810"	1038	"Sameer"	"Int J Biol Sci"	"miRNA-seq"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"No"	"Not stated"	"No"	NA	"Not stated"	"Background, FDR"	"Yes"	-5
"1204"	"PMC6567928"	1039	"Sameer"	"Front Pharmacol"	"Proteomics, Metabolomics"	"Homo sapiens"	"Ingenuity Knowledge Base"	"No"	"Not stated"	"No"	"Ingenuity Pathway Analysis"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1206"	"PMC6570467"	1041	"Sameer"	"Oncotarget"	"Proteomics, Metabolomics, Gene expression array"	"Homo sapiens"	"Reactome"	"No"	"Not stated"	"No"	"Reactome web app"	"No"	NA	"Not stated"	"Background, FDR"	"Yes"	-4
"1207"	"PMC6570473"	1042	"Sameer"	"Oncotarget"	"RNA-seq"	"Homo sapiens"	"Not stated"	"No"	"GSEA"	"No"	"GSEA"	"No"	NA	NA	"FDR"	"No"	-4
"1208"	"PMC6570473"	1042	"Sameer"	"Oncotarget"	"RNA-seq"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"Yes"	"STRING"	"Yes"	NA	"Not stated"	"Background"	"No"	-3
"1209"	"PMC6570702"	1043	"Sameer"	"Funct Integr Genomics"	"Gene expression array, miRNA-seq"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1210"	"PMC6570833"	1044	"Sameer"	"Gut Pathog"	"Genotyping array"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"No"	"PathwayConnector"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1212"	"PMC6571000"	1046	"Sameer"	"PeerJ"	"Gene expression array"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"Yes"	"DAVID"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-3
"1213"	"PMC6571007"	1047	"Sameer"	"PeerJ"	"pyrosequencing"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"No"	"Not stated"	NA	NA	"Not stated"	"Background, FDR"	"No"	-5
"1216"	"PMC6571259"	1049	"Sameer"	"Medicine (Baltimore)"	"miRNA expression array, Gene expression array"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1217"	"PMC6571408"	1050	"Sameer"	"Medicine (Baltimore)"	"RNA-seq"	"Homo sapiens"	"GO"	"No"	"Not stated"	"Yes"	"LinkedOmics"	"No"	NA	"Not stated"	"Background"	"No"	-4
"1218"	"PMC6571408"	1050	"Sameer"	"Medicine (Baltimore)"	"RNA-seq"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"No"	"ClueGO/Cytoscape"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1219"	"PMC6571571"	1051	"Sameer"	"J Clin Med"	"Metabolomics"	"Homo sapiens"	"MetaboAnalyst"	"No"	"Not stated"	"Not stated"	"MeTPA"	"No"	NA	"Not stated"	"FDR"	"No"	-5
"1220"	"PMC6571615"	1052	"Sameer"	"Molecules"	"Metabolomics"	"Rattus norvegicus"	"MetaboAnalyst"	"No"	"Not stated"	"Yes"	"MetPA"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-4
"1221"	"PMC6571969"	1053	"Sameer"	"Biomolecules"	"Gene expression array"	"Homo sapiens"	"GO, KEGG, PID, Reactome, MSigDB, PANTHER, GenMAPP, Pathway Ontology"	"No"	"Not stated"	"No"	"ToppGene"	"No"	NA	"Not stated"	"Background, FDR"	"Yes"	-4
"1223"	"PMC6572146"	1055	"Sameer"	"Medicina (Kaunas)"	"Gene expression array"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"Yes"	"NetworkAnalyst"	"No"	NA	"Not stated"	"Background"	"No"	-4
"1224"	"PMC6572535"	1056	"Sameer"	"Metabolites"	"Metabolomics"	"Desmosdesmus sp."	"Arabidopsis thaliana metabolic pathway"	"No"	"Not stated"	"No"	"MetaboAnalyst"	"Yes"	"No"	"Not stated"	"Background, FDR"	"Yes"	-3
"1229"	"PMC6573007"	1060	"Sameer"	"Cancer Manag Res"	"Gene expression array"	"Homo sapiens"	"KEGG, OMIM, FunDO"	"No"	"Not stated"	"No"	"KOBAS"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-4
"1244"	"PMC6579046"	1075	"Sameer"	"Anal Chim Acta"	"Metabolomics"	"Homo sapiens"	"Mummichog"	"No"	"Not stated"	"No"	"Mummichog"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1246"	"PMC6579872"	1077	"Sameer"	"Cancer Manag Res"	"Gene expression array"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1247"	"PMC6579967"	1078	"Sameer"	"Mol Med Rep"	"RNA-seq, Gene expression array"	"Homo sapiens"	"Not stated"	"No"	"GSEA"	"No"	"GSEA"	"No"	NA	NA	"FDR"	"No"	-4
"1248"	"PMC6579968"	1079	"Sameer"	"Mol Med Rep"	"Gene expression array"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"Not stated"	"Background"	"No"	-4
"1249"	"PMC6579970"	1080	"Sameer"	"Mol Med Rep"	"RNA-seq"	"Mus musculus"	"GO, KEGG"	"No"	"Not stated"	"Yes"	"clusterProfiler"	"Yes"	"No"	"Not stated"	"Background"	"No"	-3
"1250"	"PMC6579986"	1081	"Sameer"	"Mol Med Rep"	"Gene expression array"	"Homo sapiens"	"GO"	"No"	"Not stated"	"No"	"Metascape"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1251"	"PMC6580019"	1082	"Sameer"	"Mol Med Rep"	"RNA-seq"	"Panax ginseng"	"KEGG"	"No"	"Hypergeometric"	"Yes"	"Not stated"	NA	NA	"Not stated"	"Background"	"No"	-3
"1252"	"PMC6580034"	1083	"Sameer"	"Mol Med Rep"	"RNA-seq"	"Serratia marcescens"	"GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1253"	"PMC6580035"	1084	"Sameer"	"Mol Med Rep"	"RNA-seq"	"Rattus norvegicus"	"GO, KEGG"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1254"	"PMC6580103"	1085	"Sameer"	"Exp Ther Med"	"Gene expression array"	"Homo sapiens"	"GO, KEGG, Reactome"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"Not stated"	"Background, FDR"	"Yes"	-3
"1255"	"PMC6580103"	1085	"Sameer"	"Exp Ther Med"	"Gene expression array"	"Homo sapiens"	"GO"	"No"	"Not stated"	"No"	"PANTHER"	"No"	"No"	"Not stated"	"Background, FDR"	"Yes"	-4
"1256"	"PMC6580107"	1086	"Sameer"	"Exp Ther Med"	"Gene expression array"	"Mus musculus"	"GO, KEGG, BioCyc"	"Yes"	"No test"	"No test"	"Not stated"	"No"	NA	"Not stated"	"Inference without test, Background"	"No"	-5
"1257"	"PMC6580113"	1087	"Sameer"	"Data Brief"	"Proteomics"	"Homo sapiens"	"GO"	"No"	"Not stated"	"No"	"WebGestalt"	"No"	NA	"Not stated"	"Background, FDR"	"Yes"	-4
"1258"	"PMC6580171"	1088	"Sameer"	"Am J Physiol Endocrinol Metab"	"RNA-seq"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"Yes"	"GAGE"	"No"	"No"	"Not stated"	"Background"	"No"	-4
"1261"	"PMC6580494"	1091	"Sameer"	"J Exp Clin Cancer Res"	"Database"	"Homo sapiens"	"MSigDB"	"No"	"GSEA"	"No"	"GSEA"	"Yes"	NA	NA	"FDR"	"No"	-2
"1262"	"PMC6580566"	1092	"Sameer"	"BMC Med Genomics"	"RNA-seq"	"Homo sapiens"	"Ingenuity Knowledge Base"	"No"	"Fisher"	"No"	"Ingenuity Pathway Analysis"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-4
"1263"	"PMC6580702"	1093	"Sameer"	"Mol Cell Biol"	"CRISPR screen, RNA-seq"	"Homo sapiens"	"GO"	"No"	"Hypergeometric"	"Yes"	"Not stated"	"No"	NA	"Not stated"	"Background"	"Yes"	-3
"1265"	"PMC6581026"	1095	"Sameer"	"Front Genet"	"RNA-seq"	"Homo sapiens"	"GO"	"No"	"Not stated"	"Yes"	"FUMA"	"No"	NA	"Not stated"	"Background"	"Yes"	-3
"1266"	"PMC6581565"	1096	"Sameer"	"Aquat Toxicol"	"Metabolomics"	"Artemia franciscana"	"KEGG"	"No"	"Not stated"	"Yes"	"PAPi"	"No"	"No"	"Not stated"	"Background"	"Yes"	-3
"1267"	"PMC6581595"	1097	"Sameer"	"Circ Genom Precis Med"	"RNA-seq"	"Homo sapiens"	"Ingenuity Knowledge Base"	"No"	"Not stated"	"No"	"Ingenuity Pathway Analysis"	"No"	NA	"Not stated"	"Background, FDR"	"Yes"	-4
"1268"	"PMC6581693"	1098	"Sameer"	"Cell Rep"	"RNA-seq, scRNA-seq, ATAC-seq, ChIP-seq"	"Mus musculus"	"GO, KEGG"	"No"	"Binomial"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-4
"1269"	"PMC6581966"	1099	"Sameer"	"Transl Oncol"	"Genome sequencing"	"Homo sapiens"	"Ingenuity Knowledge Base"	"No"	"Not stated"	"No"	"Ingenuity Pathway Analysis"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1271"	"PMC6582306"	1101	"Sameer"	"ASN Neuro"	"RNA-seq, Gene expression array"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"Not stated"	"Background"	"Yes"	-3
"1273"	"PMC6582682"	1103	"Sameer"	"Med Sci Monit"	"Gene expression array"	"Homo sapiens"	"GO, KEGG"	"No"	"Fisher"	"Yes"	"DAVID"	"No"	NA	"Not stated"	"Background"	"No"	-3
"1274"	"PMC6582691"	1104	"Sameer"	"Med Sci Monit"	"Gene expression array"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"Yes"	"clusterProfiler"	"No"	"No"	"Not stated"	"Background"	"No"	-4
"1275"	"PMC6582691"	1104	"Sameer"	"Med Sci Monit"	"Gene expression array"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"Not stated"	"Background"	"No"	-4
"1276"	"PMC6582772"	1105	"Sameer"	"Front Oncol"	"Database"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"No"	"FunRich"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1277"	"PMC6583919"	1106	"Sameer"	"Acta Cir Bras"	"Gene expression array"	"Mus musculus"	"GO, KEGG"	"No"	"Not stated"	"No"	"Not stated"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-6
"1278"	"PMC6584338"	1107	"Sameer"	"J Cancer"	"Database"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"Not stated"	"Background, FDR"	"Yes"	-3
"1279"	"PMC6584338"	1107	"Sameer"	"J Cancer"	"Database"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"No"	"ClueGO/Cytoscape"	"No"	NA	"Not stated"	"Background, FDR"	"Yes"	-4
"1280"	"PMC6584338"	1107	"Sameer"	"J Cancer"	"Database"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"No"	"CluePedia"	"No"	NA	"Not stated"	"Background, FDR"	"Yes"	-4
"1281"	"PMC6584348"	1108	"Sameer"	"J Cancer"	"RNA-seq"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1282"	"PMC6584401"	1109	"Sameer"	"J Cancer"	"Database"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-4
"1283"	"PMC6584401"	1109	"Sameer"	"J Cancer"	"Database"	"Homo sapiens"	"MSigDB"	"Yes"	"GSEA"	"Yes"	"GSEA"	"Yes"	NA	NA	"No"	"No"	0
"1284"	"PMC6584416"	1110	"Sameer"	"J Cancer"	"Gene expression array"	"Homo sapiens"	"BioCarta"	"Yes"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"No"	-1
"1285"	"PMC6584424"	1111	"Sameer"	"J Cancer"	"RNA-seq, DNA methylation sequencing"	"Homo sapiens"	"INOH, PID, BioCarta, NetPath, HumanCyc, KEGG, WikiPathways, SMPDB, PharmGKB, EHMN, SignaLink"	"No"	"Not stated"	"No"	"ConsensusPathDB"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1286"	"PMC6584487"	1112	"Sameer"	"J Cell Mol Med"	"Database"	"Rattus norvegicus"	"GO, KEGG"	"No"	"Fisher"	"No"	"FunRich"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-4
"1288"	"PMC6584610"	1114	"Sameer"	"3 Biotech"	"RNA-seq"	"Brassica rapa"	"GO, KEGG"	"No"	"Not stated"	"Yes"	"Not stated"	"No"	NA	"Not stated"	"Background"	"Yes"	-4
"1289"	"PMC6584928"	1115	"Sameer"	"J Cancer"	"Genome sequencing"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"Not stated"	"Background"	"Yes"	-3
"1290"	"PMC6585076"	1116	"Sameer"	"Clin Epigenetics"	"DNA methylation array"	"Homo sapiens"	"GO"	"No"	"Hypergeometric"	"Yes"	"GREAT"	"No"	NA	"Not stated"	"Background"	"No"	-3
"1291"	"PMC6585082"	1117	"Sameer"	"J Transl Med"	"Gene expression array"	"Homo sapiens"	"GO"	"No"	"Not stated"	"No"	"GOrilla"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1292"	"PMC6585082"	1117	"Sameer"	"J Transl Med"	"Gene expression array"	"Homo sapiens"	"GO"	"No"	"Not stated"	"No"	"PANTHER"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-4
"1293"	"PMC6585089"	1118	"Sameer"	"BMC Psychiatry"	"DNA methylation array"	"Homo sapiens"	"GO"	"No"	"Not stated"	"Yes"	"DAVID"	"Yes"	NA	"Not stated"	"Background"	"Yes"	-2
"1297"	"PMC6586766"	1122	"Sameer"	"J Stem Cells Regen Med"	"Gene expression array"	"Homo sapiens"	"GO"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"Not stated"	"Background"	"No"	-4
"1298"	"PMC6586842"	1123	"Sameer"	"Sci Rep"	"RNA-seq"	"Saccharum sp."	"GO"	"No"	"Fisher"	"Yes"	"GenFam"	"No"	NA	"Not stated"	"Background"	"Yes"	-2
"1299"	"PMC6587019"	1124	"Sameer"	"Mol Genet Metab Rep"	"PCR array"	"Mus musculus"	"GO, KEGG, Reactome"	"No"	"Hypergeometric"	"Yes"	"MiRNet"	"No"	NA	"Not stated"	"Background"	"Yes"	-2
"1300"	"PMC6587623"	1125	"Sameer"	"Medicine (Baltimore)"	"Gene expression array"	"Homo sapiens"	"GO"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"Not stated"	"Background, FDR"	"Yes"	-3
"1301"	"PMC6587650"	1126	"Sameer"	"Med Sci Monit"	"RNA-seq"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"Not stated"	"Background"	"Yes"	-3
"1302"	"PMC6588417"	1127	"Sameer"	"Breast Cancer Res Treat"	"Metabolomics"	"Homo sapiens"	"HMDB"	"Yes"	"Not stated"	"No"	"MetaboAnalyst"	"Yes"	NA	"Not stated"	"Background, FDR"	"Yes"	-2
"1305"	"PMC6588665"	1130	"Sameer"	"3 Biotech"	"RNA-seq"	"Oryza sativa"	"GO, KEGG"	"No"	"Not stated"	"Yes"	"KOBAS"	"Yes"	NA	"Stated, but incorrect"	"Background"	"No"	-3
"1306"	"PMC6588687"	1131	"Sameer"	"Sci Rep"	"RNA-seq"	"Malus domestica"	"KEGG"	"No"	"Not stated"	"No"	"Not stated"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-6
"1307"	"PMC6588900"	1132	"Sameer"	"BMC Genomics"	"RNA-seq"	"Capra aegagrus hircus"	"GO, KEGG"	"No"	"Not stated"	"No"	"GOATOOLS"	"No"	NA	"Not stated"	"Background, FDR"	"Yes"	-4
"1308"	"PMC6588900"	1132	"Sameer"	"BMC Genomics"	"RNA-seq"	"Capra aegagrus hircus"	"GO, KEGG"	"No"	"Not stated"	"No"	"KOBAS"	"No"	NA	"Not stated"	"Background, FDR"	"Yes"	-4
"1310"	"PMC6589736"	1134	"Sameer"	"World J Gastroenterol"	"Proteomics"	"Rattus norvegicus"	"GO"	"No"	"No test"	"No test"	"DAVID"	"No"	NA	"Not stated"	"Inference without test"	"Yes"	-4
"1311"	"PMC6589736"	1134	"Sameer"	"World J Gastroenterol"	"Proteomics"	"Rattus norvegicus"	"GO"	"No"	"Not stated"	"No"	"Ingenuity Pathway Analysis"	"Yes"	NA	"Not stated"	"Background, FDR"	"Yes"	-3
"1312"	"PMC6590108"	1135	"Sameer"	"Front Oncol"	"RNA-seq"	"Homo sapiens"	"MSigDB"	"Yes"	"ssGSEA, GSVA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"Yes"	0
"1313"	"PMC6590482"	1136	"Sameer"	"PeerJ"	"Gene expression array"	"Homo sapiens"	"GO"	"No"	"Hypergeometric"	"Yes"	"clusterProfiler"	"No"	NA	"Yes"	"No"	"Yes"	-1
"1314"	"PMC6590482"	1136	"Sameer"	"PeerJ"	"Gene expression array"	"Homo sapiens"	"Reactome"	"No"	"GSEA"	"Yes"	"GSEA"	"No"	NA	"Yes"	"No"	"Yes"	-1
"1315"	"PMC6590534"	1137	"Sameer"	"Biomed Res Int"	"Gene expression array"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"No"	"Background, FDR"	"Yes"	-4
"1316"	"PMC6590641"	1138	"Sameer"	"PeerJ"	"Gene expression array"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"No"	"clusterProfiler"	"No"	NA	"No"	"Background, FDR"	"No"	-5
"1317"	"PMC6590983"	1139	"Sameer"	"PLoS One"	"RNA-seq"	"Gossypium hirsutum"	"GO, KEGG"	"No"	"Singular Enrichment Analysis (SEA)"	"Yes"	"agriGO"	"Yes"	NA	"No"	"Background"	"No"	-2
"1318"	"PMC6591031"	1140	"Sameer"	"Brain Behav Immun"	"RNA-seq"	"Mus musculus"	"GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"No"	"Background, FDR"	"Yes"	-4
"1319"	"PMC6591031"	1140	"Sameer"	"Brain Behav Immun"	"RNA-seq"	"Mus musculus"	"GO"	"No"	"Not stated"	"No"	"Ingenuity Pathway Analysis"	"No"	NA	"No"	"Background, FDR"	"Yes"	-4
