Pubmed Central ID	Article number	Allocated	Journal	Omics type	Organism	Gene set library	GS version	Statistical test used	FDR Correction	App used	App Version	Code availability	Background gene set	Assumptions violated	Gene lists provided
PMC6554673	963	Sameer	EMBO Mol Med	RNA-seq	Mus musculus	Ingenuity Knowledge Base	No	Not stated	Yes	Ingenuity Pathway Analysis	No	NA	Not stated	Background	No
PMC6554726	964	Sameer	Toxicol Appl Pharmacol	RNA-seq	Homo sapiens	GO, KEGG, Reactome	No	Fisher	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6554887	965	Sameer	BMC Urol	RNA-seq	Homo sapiens	MSigDB	Yes	GSEA	Yes	GSEA	No	NA	Not stated	Background	Yes
PMC6554909	966	Sameer	J Endocr Soc	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6554998	967	Sameer	BMC Plant Biol	Proteomics	Carica papaya	GO, KEGG	No	Fisher	Yes	Not stated	No	NA	Not stated	Background	No
PMC6555064	968	Sameer	J Endocr Soc	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6555482	969	Sameer	Environ Int	Metabolomics	Homo sapiens	Mummichog	No	Not stated	No	Mummichog	No	NA	Not stated	Background	No
PMC6555741	970	Sameer	Nutr Metab (Lond)	Gene expression array	Homo sapiens	DO, GO, KEGG	No	Not stated	Yes	clusterProfiler	No	No	Not stated	Background	Yes
PMC6555824	971	Sameer	Hortic Res	miRNA-seq	Malus domestica, Malus sieversii	GO	No	Not stated	Not stated	agriGO	Yes	NA	Yes	Inference without test, No data shown	Yes
PMC6555970	972	Sameer	Hum Genomics	Genome sequencing	Vertebrata	GO, Reactome	No	Not stated	Yes	PANTHER	Yes	NA	Yes	No	Yes
PMC6556043	973	Sameer	J Ovarian Res	scRNA-seq	Mus musculus	GO, KEGG	No	No test	No test	Ingenuity Pathway Analysis	No	NA	Not stated	Inference without test, Background	No
PMC6556066	974	Sameer	Med Sci Monit	RNA-seq	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	No	NA	NA	Inference without test, Background	No
PMC6556108	975	Sameer	Drug Des Devel Ther	RNA-seq	Rattus norvegicus	GO, KEGG	No	Not stated	No	clusterProfiler	No	NA	Not stated	Background, FDR	Yes
PMC6556164	976	Sameer	3 Biotech	RNA-seq	Camellia oleifera	GO, KEGG, Swiss-Prot, KOG, PFAM	No	Hypergeometric	Yes	KAAS	No	NA	Not stated	Background	No
PMC6556321	977	Sameer	Biomed Res Int	Proteomics	Homo sapiens	Reactome, GO	No	Not stated	No	PANTHER	No	NA	Not stated	Background, FDR	Yes
PMC6556321	977	Sameer	Biomed Res Int	Proteomics	Homo sapiens	Reactome, GO	No	Not stated	No	STRING	No	No	Not stated	Background, FDR	Yes
PMC6556668	978	Sameer	Am J Transl Res	Gene expression array	Homo sapiens	GO, KEGG	No	Hypergeometric	Yes	ClueGO/Cytoscape	No	NA	Not stated	Background	Yes
PMC6556668	978	Sameer	Am J Transl Res	Gene expression array	Homo sapiens	GO, KEGG	No	Hypergeometric	Yes	NetworkAnalyst	No	NA	Not stated	Background	Yes
PMC6557548	979	Sameer	Epigenetics	DNA methylation array	Homo sapiens	KEGG	No	Not stated	Yes	DAVID	Yes	NA	Not stated	Background	Yes
PMC6557558	980	Sameer	Epigenetics	DNA methylation array	Homo sapiens	GO	No	Fisher	No	Ingenuity Pathway Analysis	Yes	NA	Not stated	Background, FDR	Yes
PMC6557558	980	Sameer	Epigenetics	DNA methylation array	Homo sapiens	GO	No	Fisher	No	DAVID	Yes	NA	Not stated	Background, FDR	Yes
PMC6557606	981	Sameer	Epigenetics	DNA methylation sequencing	Homo sapiens	GO, KEGG	No	Not stated	Yes	missMethyl R package	No	No	Not stated	Background	No
PMC6557607	982	Sameer	Epigenetics	DNA methylation sequencing	Homo sapiens	GO	No	Not stated	No	GOrilla	No	NA	Not stated	Background, FDR	Yes
PMC6557607	982	Sameer	Epigenetics	DNA methylation sequencing	Homo sapiens	GO	No	Not stated	No	Reactome web app	No	NA	Not stated	Background, FDR	Yes
PMC6557731	983	Sameer	Data Brief	RNA-seq	Homo sapiens	Ingenuity Knowledge Base	No	Fisher	Yes	Ingenuity Pathway Analysis	No	NA	Not stated	Background	No
PMC6557785	984	Sameer	EBioMedicine	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	Yes
PMC6557785	984	Sameer	EBioMedicine	RNA-seq	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	No	NA	Not stated	No	Yes
PMC6558442	985	Sameer	World J Gastroenterol	Database	Mus musculus	Not stated	No	Not stated	No	ClueGO/Cytoscape	No	NA	Not stated	Background, FDR	No
PMC6558586	986	Sameer	Cancer Med	Gene expression array	Homo sapiens	GO, KEGG	No	Fisher, Chi-squared	Yes	Not stated	No	No	Not stated	Background	No
PMC6558594	987	Sameer	Cancer Med	RNA-seq	Homo sapiens	GO	No	Not stated	No	clusterProfiler	No	No	Not stated	Background, FDR	Yes
PMC6558597	988	Sameer	Cancer Med	Gene expression array	Homo sapiens	GO	No	Not stated	No	Not stated	No	NA	Not stated	Background, FDR	No
PMC6558604	989	Sameer	Mediators Inflamm	Cytokine array	Homo sapiens	Ingenuity Knowledge Base	No	No test	No test	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	NA
PMC6558614	990	Sameer	Evid Based Complement Alternat Med	Database	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background, FDR	No
PMC6558619	991	Sameer	Biomed Res Int	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	Yes	Not stated	No	NA	Not stated	Background	No
PMC6558708	992	Sameer	BMC Genomics	RNA-seq	Agave tequilana	GO	No	Not stated	Yes	agriGO	No	NA	Yes	No	No
PMC6558770	993	Sameer	BMC Vet Res	Database	Canis lupus familiaris	WikiPathways	No	No test	No test	Cytoscape (No plugin stated)	Yes	NA	Not stated	Inference without test, Background	Yes
PMC6558878	994	Sameer	BMC Med Genet	RNA-seq	Homo sapiens	KEGG	No	Not stated	Yes	GSEA	No	NA	Not stated	Background	Yes
PMC6559211	995	Sameer	Front Genet	RNA-seq	Homo sapiens	GO, KEGG, Reactome, WikiPathways, BioCarta	Yes	Fisher	Yes	Enrichr	No	NA	Not stated	Background	Yes
PMC6559227	996	Sameer	Cancer Manag Res	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
PMC6559227	996	Sameer	Cancer Manag Res	Gene expression array	Homo sapiens	Not stated	No	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6559329	997	Sameer	Int J Mol Med	Proteomics	Rattus norvegicus	GO	No	Fisher	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	No
PMC6559957	998	Sameer	Sci Rep	RNA-seq	Ovis aries	GO	No	Hypergeometric	Yes	GOseq	Yes	No	Not stated	Background	Yes
PMC6559957	998	Sameer	Sci Rep	RNA-seq	Ovis aries	KEGG	No	Hypergeometric	Yes	KOBAS	Yes	NA	Not stated	Background	Yes
PMC6560380	999	Sameer	Food Nutr Res	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6560635	1000	Sameer	Nat Genet	Genotyping array	Homo sapiens	KEGG, Reactome, BioCarta	No	Pascal	Yes	Pascal	No	NA	Not stated	Background	Yes
PMC6560861	1001	Sameer	BMC Plant Biol	RNA-seq	Triticum aestivum	GO, KEGG, KOG	No	Hypergeometric	Yes	Blast2GO	No	NA	Not stated	Background	Yes
PMC6560914	1002	Sameer	BMC Cancer	Gene expression array	Homo sapiens	MSigDB, KEGG, PID, BioCarta	No	GSEA	Yes	GSEA	No	NA	NA	Background	Yes
PMC6561249	1003	Sameer	Proc Natl Acad Sci U S A	Genome sequencing	Various order Chiroptera	GO	No	Not stated	Yes	STRING	Yes	NA	Not stated	Background	Yes
PMC6561812	1004	Sameer	Psychiatry Clin Neurosci	DNA methylation array	Homo sapiens	KEGG	No	Hypergeometric	Yes	missMethyl	No	NA	Not stated	Background	Yes
PMC6561911	1005	Sameer	Cell Death Discov	RNA-seq	Homo sapiens	GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	Yes
PMC6561911	1005	Sameer	Cell Death Discov	RNA-seq	Homo sapiens	GO	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	Yes
PMC6562010	1006	Sameer	EPMA J	Proteomics	Homo sapiens	GO	No	Hypergeometric	Yes	Ingenuity Pathway Analysis	No	NA	Stated, but incorrect	Background	Yes
PMC6562010	1006	Sameer	EPMA J	Proteomics	Homo sapiens	GO	No	Hypergeometric	Yes	ClueGO/Cytoscape	No	NA	Stated, but incorrect	Background	Yes
PMC6562070	1007	Sameer	Ann Clin Transl Neurol	Genotyping array	Homo sapiens	GO, Reactome	No	Fisher	Yes	PANTHER	No	NA	Yes	No	Yes
PMC6562269	1008	Sameer	Data Brief	RNA-seq	Lupinus albus	Phytozome annotations	No	No test	No test	MapMan	Yes	NA	Not stated	Inference without test, Background	No
PMC6562609	1009	Sameer	Cells	RNA-seq	Mus musculus	GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6562643	1010	Sameer	Genes	RNA-seq	Xanthomonas citri	GO, KEGG	No	Not stated	Yes	Not stated	No	NA	Not stated	Background	Yes
PMC6562744	1011	Sameer	Cells	RNA-seq	Mus musculus	KEGG	No	Not stated	Yes	KOBAS	No	NA	Not stated	Background	No
PMC6562892	1012	Sameer	Animals (Basel)	Gene expression array	Gallus gallus	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	Yes
PMC6562892	1012	Sameer	Animals (Basel)	Gene expression array	Gallus gallus	MSigDB	No	GSEA	Yes	GSEA	No	NA	NA	Background	Yes
PMC6562920	1013	Sameer	Genes (Basel)	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6562977	1014	Sameer	Animals (Basel)	RNA-seq	Sus scrofa	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6563026	1015	Sameer	Antioxidants (Basel)	Gene expression array, RNA-seq	Homo sapiens	Not stated	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	No
PMC6563521	1016	Sameer	Evol Bioinform Online	RNA-seq	Lilium pumilum	GO, KEGG	No	Hypergeometric, Fisher	Yes	Not stated	No	NA	Not stated	Background	No
PMC6563800	1017	Sameer	PeerJ	Gene expression array, RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background	Yes
PMC6563800	1017	Sameer	PeerJ	Gene expression array, RNA-seq	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	No	NA	Not stated	Background	Yes
PMC6563950	1018	Sameer	PLoS Genet	Genotyping array	Homo sapiens	GO, KEGG	No	Not stated	Yes	GSA-SNP	No	NA	Not stated	Background	Yes
PMC6565949	1019	Sameer	Front Genet	RNA-seq	Mus musculus	GO, KEGG	No	Not stated	No	Not stated	No	NA	Not stated	Background, FDR, No data shown	No
PMC6566080	1020	Sameer	Exp Ther Med	Gene expression array	Homo sapiens	GO, KEGG	No	Fisher	No	Not stated	No	NA	Not stated	Background, FDR	No
PMC6566089	1021	Sameer	Exp Ther Med	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	Yes	NA	Not stated	Background	No
PMC6566124	1022	Sameer	Exp Ther Med	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6566245	1023	Sameer	Int J Mol Sci	Genome sequencing, Microbiome	Sus scrofa	GO, KEGG, eggNOG	Yes	Not stated	Yes	DAVID	Yes	NA	Not stated	Background	No
PMC6566377	1024	Sameer	Front Plant Sci	RNA-seq	Zygnema circumcarinatum	GO, UniProt	No	Binomial	Yes	DIAMOND	No	NA	Not stated	Background	No
PMC6566439	1025	Sameer	Nanomaterials (Basel)	RNA-seq	Homo sapiens	GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6566439	1025	Sameer	Nanomaterials (Basel)	RNA-seq	Homo sapiens	KEGG	No	GSEA	No	GSEA	Yes	NA	Not stated	Background, FDR	No
PMC6566490	1026	Sameer	Mult Scler J Exp Transl Clin	RNA-seq, Genotyping array	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	Yes	Ingenuity Pathway Analysis	Yes	NA	Not stated	Background	Yes
PMC6566613	1027	Sameer	Int J Mol Sci	RNA-seq	Camellia sinensis	GO	No	Not stated	Yes	Blast2GO	No	NA	Not stated	Background	No
PMC6566613	1027	Sameer	Int J Mol Sci	RNA-seq	Camellia sinensis	KEGG	No	Not stated	Yes	KAAS	No	NA	Not stated	Background	No
PMC6566844	1028	Sameer	Int J Mol Sci	Proteomics	Taraxacum kok-saghyz	GO, KEGG	No	Not stated	Not stated	Blast2GO, WEGO	No	NA	Not stated	Background, FDR	No
PMC6566916	1029	Sameer	Int J Mol Sci	RNA-seq, Proteomics	Oryza sativa	GO, KEGG	No	Fisher	Yes	Custom R script	No	No	Yes	No	Yes
PMC6567145	1030	Sameer	Int J Mol Sci	Proteomics	Oryza sativa	GO, PANTHER	No	Not stated	Not stated	PANTHER	Yes	NA	Not stated	Background, FDR	No
PMC6567270	1031	Sameer	Int J Mol Sci	Proteomics, scRNA-seq	Mus musculus	GO	No	Not stated	Yes	STRING	No	NA	Not stated	Background	No
PMC6567414	1032	Sameer	BMC Genomics	RNA-seq, Genome sequencing	Juncus effusus	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
PMC6567461	1033	Sameer	Hum Genomics	Genotyping array	Homo sapiens	GO, KEGG	No	Fisher	Yes	DAVID	Yes	NA	Not stated	No	No
PMC6567466	1034	Sameer	J Biomed Semantics	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6567518	1035	Sameer	Stem Cell Res Ther	miRNA-seq	Homo sapiens	GO, KEGG	No	Hypergeometric	Yes	Not stated	No	NA	Stated, but incorrect	No	Yes
PMC6567623	1036	Sameer	Stem Cell Res Ther	Gene expression array	Rattus norvegicus	GO, KEGG, WikiPathways	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
PMC6567669	1037	Sameer	BMC Cancer	RNA-seq	Homo sapiens	GSEA	No	GSEA	Yes	GSEA	No	NA	Not stated	Background	No
PMC6567810	1038	Sameer	Int J Biol Sci	miRNA-seq	Homo sapiens	GO, KEGG	No	Not stated	No	Not stated	No	NA	Not stated	Background, FDR	Yes
PMC6567928	1039	Sameer	Front Pharmacol	Proteomics, Metabolomics	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	No
PMC6568258	1040	Sameer	Metabolomics	Metabolomics	Homo sapiens	MetaboAnalyst	No	Not stated	No	MetaboAnalyst	Yes	NA	Not stated	Background, FDR	No
PMC6570467	1041	Sameer	Oncotarget	Proteomics, Metabolomics, Gene expression array	Homo sapiens	Reactome	No	Not stated	No	Reactome web app	No	NA	Not stated	Background, FDR	Yes
PMC6570473	1042	Sameer	Oncotarget	RNA-seq	Homo sapiens	Not stated	No	GSEA	No	GSEA	No	NA	NA	FDR	No
PMC6570473	1042	Sameer	Oncotarget	RNA-seq	Homo sapiens	KEGG	No	Not stated	Yes	STRING	Yes	NA	Not stated	Background	No
PMC6570702	1043	Sameer	Funct Integr Genomics	Gene expression array, miRNA-seq	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6570833	1044	Sameer	Gut Pathog	Genotyping array	Homo sapiens	KEGG	No	Not stated	No	PathwayConnector	No	NA	Not stated	Background, FDR	No
PMC6570933	1045	Sameer	BMC Bioinformatics	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6571000	1046	Sameer	PeerJ	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	Yes	NA	Not stated	Background, FDR	No
PMC6571007	1047	Sameer	PeerJ	pyrosequencing	Homo sapiens	KEGG	No	Not stated	No	Not stated	NA	NA	Not stated	Background, FDR	No
PMC6571061	1048	Sameer	Clin Cancer Res	Metabolomics	Homo sapiens	KEGG, MSigDB	No	Hypergeometric	No	Not stated	NA	NA	Not stated	Background, FDR	Yes
PMC6571061	1048	Sameer	Clin Cancer Res	Gene expression array	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6571259	1049	Sameer	Medicine (Baltimore)	miRNA expression array, Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6571408	1050	Sameer	Medicine (Baltimore)	RNA-seq	Homo sapiens	GO	No	Not stated	Yes	LinkedOmics	No	NA	Not stated	Background	No
PMC6571408	1050	Sameer	Medicine (Baltimore)	RNA-seq	Homo sapiens	KEGG	No	Not stated	No	ClueGO/Cytoscape	No	NA	Not stated	Background, FDR	No
PMC6571571	1051	Sameer	J Clin Med	Metabolomics	Homo sapiens	MetaboAnalyst	No	Not stated	Not stated	MeTPA	No	NA	Not stated	FDR	No
PMC6571615	1052	Sameer	Molecules	Metabolomics	Rattus norvegicus	MetaboAnalyst	No	Not stated	Yes	MetPA	No	NA	Not stated	Background, FDR	No
PMC6571969	1053	Sameer	Biomolecules	Gene expression array	Homo sapiens	GO, KEGG, PID, Reactome, MSigDB, PANTHER, GenMAPP, Pathway Ontology	No	Not stated	No	ToppGene	No	NA	Not stated	Background, FDR	Yes
PMC6572139	1054	Sameer	Metabolites	Metabolomics	Homo sapiens	Human Metabolome Database	Yes	Fisher	Yes	MetaboAnalyst	No	NA	Not stated	Background	No
PMC6572146	1055	Sameer	Medicina (Kaunas)	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	NetworkAnalyst	No	NA	Not stated	Background	No
PMC6572535	1056	Sameer	Metabolites	Metabolomics	Desmosdesmus sp.	Arabidopsis thaliana metabolic pathway	No	Not stated	No	MetaboAnalyst	Yes	No	Not stated	Background, FDR	Yes
PMC6572621	1057	Sameer	J Clin Med	Gene expression array, RNA-seq	Homo sapiens	GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	Yes
PMC6572715	1058	Sameer	Metabolites	Metabolomics, RNA-seq	Homo sapiens	MSigDB, KEGG	Yes	GSEA	Yes	GSEA	Yes	NA	NA	No	Yes
PMC6572715	1058	Sameer	Metabolites	Metabolomics	Homo sapiens	ChemRICH	No	"Kolmogorov–Smirnov
"	Yes	ChemRICH	No	NA	Not stated	No	Yes
PMC6572862	1059	Sameer	Hortic Res	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6573007	1060	Sameer	Cancer Manag Res	Gene expression array	Homo sapiens	KEGG, OMIM, FunDO	No	Not stated	No	KOBAS	Yes	NA	Not stated	Background, FDR	No
PMC6573934	1061	Sameer	Curr Dev Nutr	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6573960	1062	Sameer	Curr Dev Nutr	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6573989	1063	Sameer	Curr Dev Nutr	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6573995	1064	Sameer	Curr Dev Nutr	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6574244	1065	Sameer	Curr Dev Nutr	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6574274	1066	Sameer	Curr Dev Nutr	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6574309	1067	Sameer	Curr Dev Nutr	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6574717	1068	Sameer	Curr Dev Nutr	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6574850	1069	Sameer	Curr Dev Nutr	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6574860	1070	Sameer	Curr Dev Nutr	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6574935	1071	Sameer	Curr Dev Nutr	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6575075	1072	Sameer	Curr Dev Nutr	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6576246	1073	Sameer	Curr Dev Nutr	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6576276	1074	Sameer	Curr Dev Nutr	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6579046	1075	Sameer	Anal Chim Acta	Metabolomics	Homo sapiens	Mummichog	No	Not stated	No	Mummichog	No	NA	Not stated	Background, FDR	No
PMC6579764	1076	Sameer	Cell Death Discov	RNA-seq	Sus scrofa	GO	No	Not stated	No	PANTHER	No	No	Not stated	Background, FDR	Yes
PMC6579872	1077	Sameer	Cancer Manag Res	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6579967	1078	Sameer	Mol Med Rep	RNA-seq, Gene expression array	Homo sapiens	Not stated	No	GSEA	No	GSEA	No	NA	NA	FDR	No
PMC6579968	1079	Sameer	Mol Med Rep	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
PMC6579970	1080	Sameer	Mol Med Rep	RNA-seq	Mus musculus	GO, KEGG	No	Not stated	Yes	clusterProfiler	Yes	No	Not stated	Background	No
PMC6579986	1081	Sameer	Mol Med Rep	Gene expression array	Homo sapiens	GO	No	Not stated	No	Metascape	No	NA	Not stated	Background, FDR	No
PMC6580019	1082	Sameer	Mol Med Rep	RNA-seq	Panax ginseng	KEGG	No	Hypergeometric	Yes	Not stated	NA	NA	Not stated	Background	No
PMC6580034	1083	Sameer	Mol Med Rep	RNA-seq	Serratia marcescens	GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6580035	1084	Sameer	Mol Med Rep	RNA-seq	Rattus norvegicus	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6580103	1085	Sameer	Exp Ther Med	Gene expression array	Homo sapiens	GO, KEGG, Reactome	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	Yes
PMC6580103	1085	Sameer	Exp Ther Med	Gene expression array	Homo sapiens	GO	No	Not stated	No	PANTHER	No	No	Not stated	Background, FDR	Yes
PMC6580107	1086	Sameer	Exp Ther Med	Gene expression array	Mus musculus	GO, KEGG, BioCyc	Yes	No test	No test	Not stated	No	NA	Not stated	Inference without test, Background	No
PMC6580113	1087	Sameer	Data Brief	Proteomics	Homo sapiens	GO	No	Not stated	No	WebGestalt	No	NA	Not stated	Background, FDR	Yes
PMC6580171	1088	Sameer	Am J Physiol Endocrinol Metab	RNA-seq	Homo sapiens	KEGG	No	Not stated	Yes	GAGE	No	No	Not stated	Background	No
PMC6580234	1089	Sameer	Heliyon	Proteomics	Candida albicans	GO	No	Hypergeometric	Yes	ClueGO/Cytoscape	No	NA	Not stated	Background	Yes
PMC6580485	1090	Sameer	BMC Bioinformatics	RNA-seq	Homo sapiens	GO	No	Not stated	No	PANTHER	No	No	Not stated	Background, FDR	No
PMC6580494	1091	Sameer	J Exp Clin Cancer Res	Database	Homo sapiens	MSigDB	No	GSEA	No	GSEA	Yes	NA	NA	FDR	No
PMC6580566	1092	Sameer	BMC Med Genomics	RNA-seq	Homo sapiens	Ingenuity Knowledge Base	No	Fisher	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	No
PMC6580702	1093	Sameer	Mol Cell Biol	CRISPR screen, RNA-seq	Homo sapiens	GO	No	Hypergeometric	Yes	Not stated	No	NA	Not stated	Background	Yes
PMC6580941	1094	Sameer	J Virol	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	Yes
PMC6581026	1095	Sameer	Front Genet	RNA-seq	Homo sapiens	GO	No	Not stated	Yes	FUMA	No	NA	Not stated	Background	Yes
PMC6581565	1096	Sameer	Aquat Toxicol	Metabolomics	Artemia franciscana	KEGG	No	Not stated	Yes	PAPi	No	No	Not stated	Background	Yes
PMC6581595	1097	Sameer	Circ Genom Precis Med	RNA-seq	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	Yes
PMC6581693	1098	Sameer	Cell Rep	RNA-seq, scRNA-seq, ATAC-seq, ChIP-seq	Mus musculus	GO, KEGG	No	Binomial	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6581966	1099	Sameer	Transl Oncol	Genome sequencing	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	No
PMC6582147	1100	Sameer	Commun Biol	Genome sequencing	Bos taurus	Custom	NA	Not stated	No	BFMAP	No	No	Not stated	Background, FDR	Yes
PMC6582306	1101	Sameer	ASN Neuro	RNA-seq, Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	Yes
